loan_amount,loan_term,interest_rate,grade,verification_status,purpose,dti,inquiries,derogatory,revolving_rate,total_credit_lines,employment_length,home_ownership,annual_income
7500,36,12.92,d,not verified,other,18.01,0,0,53.4,23,1.0,rent,10.819798284210286
7000,36,12.92,d,not verified,credit_card,9.06,1,0,90.5,24,9.0,mortgage,11.314486721293981
6000,36,10.39,b,not verified,credit_card,9.29,0,0,90.3,9,1.0,rent,11.0186455364637
5800,36,11.97,c,not verified,credit_card,14.59,2,1,82.5,19,7.0,mortgage,11.39660510907606
2000,36,7.68,a,not verified,other,11.46,0,0,18.7,20,1.0,rent,11.289844411702974
6600,36,10.71,b,not verified,home_improvement,13.3,1,1,53.9,17,1.0,mortgage,10.757924157061597
7500,36,8.0,a,not verified,other,0.95,5,0,0.7,36,2.0,mortgage,10.691967639914864
5000,36,9.45,b,not verified,debt_consolidation,15.06,0,0,30.7,13,1.0,rent,10.596659732783579
7000,36,11.66,c,not verified,home_improvement,19.68,0,0,39.6,34,10.0,own,11.082157933374816
7000,36,10.08,b,not verified,other,21.54,0,0,31.8,34,8.0,mortgage,11.51293546492023
6000,36,10.08,b,not verified,debt_consolidation,9.3,0,0,36.2,16,1.0,rent,10.778977123006351
7000,36,8.63,a,not verified,wedding,18.52,0,0,27.0,33,10.0,mortgage,11.350418300109132
7500,36,8.0,a,not verified,other,5.46,2,0,20.3,15,4.0,other,11.736077016252437
7500,36,11.03,c,not verified,debt_consolidation,11.14,2,0,61.3,54,1.0,rent,11.561725152903833
7500,36,12.29,c,not verified,credit_card,14.96,0,0,69.2,20,1.0,rent,10.471666571132038
7000,36,8.63,a,not verified,moving,12.23,0,0,7.8,11,1.0,rent,10.753659849198824
7500,36,11.03,c,not verified,other,10.94,1,0,88.1,17,10.0,mortgage,11.002116507732017
7500,36,11.34,c,not verified,credit_card,17.15,1,1,96.2,16,1.0,mortgage,11.48247656671073
7500,36,10.08,b,not verified,debt_consolidation,14.79,0,0,97.4,22,2.0,mortgage,11.302216779257382
7000,36,9.76,b,not verified,debt_consolidation,18.38,1,0,25.0,11,2.0,own,10.691967639914864
7500,36,10.08,b,not verified,medical,5.53,2,0,41.4,42,3.0,mortgage,11.884495917930655
12000,36,12.61,d,not verified,debt_consolidation,10.12,0,1,70.2,31,4.0,mortgage,10.825143863908693
1000,36,7.37,a,not verified,wedding,12.9,0,0,46.6,19,4.0,own,10.596659732783579
7500,36,10.08,b,not verified,debt_consolidation,8.1,1,0,73.2,11,3.0,rent,11.350418300109132
5000,36,10.71,b,not verified,credit_card,20.28,0,0,45.3,24,4.0,mortgage,10.308985993422082
7000,36,8.0,a,not verified,debt_consolidation,16.04,1,0,1.9,13,4.0,rent,10.691967639914864
10000,36,8.32,a,not verified,other,1.77,3,0,17.5,28,2.0,mortgage,10.491301994830229
10000,36,11.97,c,not verified,debt_consolidation,24.94,0,0,49.4,13,10.0,rent,11.002116507732017
10000,36,8.0,a,not verified,other,12.55,0,0,1.4,33,4.0,mortgage,11.082157933374816
9600,36,11.97,c,not verified,debt_consolidation,14.95,1,0,95.2,28,3.0,rent,11.082157933374816
5000,36,10.08,b,not verified,other,5.33,0,0,61.4,10,2.0,own,10.859018228147887
9000,36,10.71,b,not verified,moving,11.69,2,0,52.4,14,5.0,rent,10.571342565808699
5000,36,8.0,a,not verified,home_improvement,5.7,3,0,10.8,8,1.0,own,10.596659732783579
6000,36,8.63,a,not verified,debt_consolidation,4.55,0,0,12.0,34,1.0,mortgage,11.51293546492023
6400,36,11.66,c,not verified,credit_card,20.53,0,0,87.8,28,1.0,mortgage,11.51293546492023
6400,36,8.63,a,not verified,other,10.55,0,0,52.7,6,8.0,mortgage,10.983613347424248
6400,36,11.34,c,not verified,debt_consolidation,16.98,0,0,41.4,11,1.0,mortgage,10.859018228147887
9600,36,11.97,c,not verified,debt_consolidation,6.6,2,0,40.4,14,1.0,rent,11.156264806643742
9525,36,11.66,c,not verified,credit_card,19.58,0,1,88.8,31,1.0,mortgage,11.009042352770813
4600,36,12.92,d,not verified,debt_consolidation,20.33,2,0,43.4,22,9.0,rent,10.434145214930487
2000,36,7.37,a,not verified,other,0.0,0,0,5.1,22,1.0,own,11.49273296168228
4000,36,9.45,b,not verified,debt_consolidation,17.63,0,1,15.1,12,1.0,rent,10.275085591132715
6400,36,10.39,b,not verified,debt_consolidation,14.79,2,0,66.9,28,7.0,rent,11.373674891823535
3000,36,11.03,c,not verified,other,14.56,1,1,84.0,11,6.0,rent,10.308985993422082
7675,36,13.87,d,verified,credit_card,24.51,3,0,81.6,24,7.0,own,10.668839108844997
7500,36,11.34,c,not verified,credit_card,14.47,0,0,48.9,12,10.0,mortgage,10.463131911491967
10000,36,10.71,b,not verified,other,12.48,1,0,69.9,30,1.0,mortgage,12.206077645517674
6000,36,8.0,a,not verified,other,5.38,0,0,70.9,22,1.0,own,10.203629181337648
5000,36,9.76,b,not verified,other,13.53,1,0,23.1,18,1.0,mortgage,10.757924157061597
9600,36,11.66,c,not verified,credit_card,21.52,1,0,34.2,51,1.0,rent,11.002116507732017
6400,36,12.29,c,not verified,debt_consolidation,20.78,1,0,64.0,12,2.0,rent,10.463131911491967
8400,36,14.5,e,not verified,debt_consolidation,20.59,0,0,69.0,10,1.0,rent,10.819798284210286
4000,36,11.34,c,not verified,other,11.04,2,1,50.9,10,4.0,mortgage,11.561725152903833
9600,36,13.87,d,not verified,debt_consolidation,18.62,3,0,82.7,52,10.0,mortgage,11.608244735642321
9600,36,11.03,c,not verified,debt_consolidation,21.83,2,0,37.2,21,4.0,mortgage,11.049190148737244
5600,36,11.03,c,not verified,major_purchase,0.6,2,0,8.0,3,1.0,rent,10.819798284210286
10000,36,11.03,c,not verified,credit_card,11.03,0,0,82.5,14,4.0,mortgage,11.289794413577894
9250,36,10.08,b,not verified,debt_consolidation,21.78,1,0,19.5,15,10.0,mortgage,10.496676266727242
9600,36,10.08,b,not verified,debt_consolidation,19.72,0,0,30.9,14,4.0,mortgage,11.002116507732017
6400,36,10.08,b,not verified,debt_consolidation,8.11,2,1,49.3,20,10.0,mortgage,11.034905792929415
9000,36,11.34,c,not verified,credit_card,5.44,1,1,85.4,23,7.0,mortgage,11.790564777297387
5000,36,12.92,d,not verified,debt_consolidation,9.41,1,0,89.5,14,1.0,rent,9.825147561084876
3200,36,7.68,a,not verified,major_purchase,12.29,2,0,3.6,41,10.0,own,11.030330901545064
16000,36,9.45,b,not verified,home_improvement,3.12,1,0,18.0,13,4.0,own,10.819798284210286
10000,36,10.39,b,not verified,home_improvement,18.46,0,0,1.0,41,1.0,mortgage,10.434145214930487
5000,36,13.87,d,not verified,debt_consolidation,29.15,1,0,44.2,9,6.0,own,10.703266939811954
15000,36,13.24,d,not verified,debt_consolidation,24.89,3,0,83.7,28,2.0,rent,10.819638274609368
16775,36,11.97,c,not verified,debt_consolidation,7.46,0,1,92.2,18,7.0,rent,11.326607934898927
3000,36,10.71,b,not verified,debt_consolidation,16.83,2,0,53.4,19,3.0,rent,10.651714599363029
16000,36,8.63,a,not verified,other,1.16,0,0,3.1,15,2.0,mortgage,10.404293143019792
10000,36,13.24,d,not verified,educational,7.31,2,0,96.3,14,10.0,rent,11.532737896139919
15000,36,10.39,b,not verified,debt_consolidation,14.42,0,0,47.8,18,7.0,mortgage,10.950824090522445
10000,36,9.76,b,not verified,debt_consolidation,8.11,2,0,11.2,33,10.0,mortgage,10.498277415479205
7000,36,8.0,a,not verified,debt_consolidation,15.81,0,0,2.7,23,1.0,other,10.463131911491967
8800,36,10.71,b,not verified,debt_consolidation,13.08,2,0,51.5,17,1.0,rent,11.089820688682373
5000,36,15.13,e,verified,major_purchase,2.74,3,0,84.4,6,2.0,rent,11.002116507732017
6975,36,12.29,c,not verified,debt_consolidation,12.81,0,0,38.4,32,1.0,rent,10.239995502805316
5000,36,7.68,a,not verified,other,11.97,0,0,33.3,19,10.0,own,12.128116509451258
20000,36,12.29,c,verified,credit_card,5.36,3,0,66.7,29,5.0,mortgage,11.472113887062386
9900,36,9.76,b,not verified,credit_card,1.8,2,1,18.7,14,1.0,mortgage,11.002116507732017
10000,36,11.66,c,not verified,other,7.07,0,0,52.1,24,3.0,rent,11.112462823634855
3000,36,12.92,d,not verified,other,20.84,0,0,64.3,28,1.0,own,10.54547300900014
20000,36,16.08,f,not verified,debt_consolidation,19.96,1,0,31.1,55,10.0,mortgage,11.314486721293981
4500,36,11.03,c,not verified,credit_card,24.97,0,0,32.0,14,3.0,rent,10.527914145964944
4000,36,12.61,d,not verified,debt_consolidation,22.83,2,1,61.2,14,1.0,rent,10.33854382482173
10000,36,15.76,f,not verified,home_improvement,13.56,2,0,23.1,9,8.0,own,10.660635062559484
2400,36,11.03,c,not verified,debt_consolidation,13.82,0,0,60.8,11,1.0,rent,10.819798284210286
9700,36,11.34,c,not verified,major_purchase,23.14,1,0,0.8,17,1.0,rent,10.239995502805316
11200,36,9.76,b,not verified,credit_card,16.8,0,0,75.6,10,10.0,own,10.491301994830229
15000,36,11.03,c,not verified,other,0.38,0,0,0.4,11,10.0,other,10.373522431293592
12000,36,8.32,a,not verified,debt_consolidation,9.58,1,0,24.7,22,10.0,rent,10.915033917272405
20000,36,10.08,b,not verified,other,11.73,1,0,44.2,9,6.0,own,10.703266939811954
5000,36,10.08,b,not verified,debt_consolidation,12.71,0,0,20.6,23,1.0,rent,10.203629181337648
2800,36,12.29,c,not verified,wedding,25.43,0,0,6.4,10,1.0,rent,10.184937747111391
24000,36,16.08,f,verified,educational,20.39,1,0,74.7,61,10.0,mortgage,11.570259974415547
4500,36,11.97,c,not verified,home_improvement,15.49,1,0,86.4,30,10.0,mortgage,11.654433707761807
10000,36,10.08,b,not verified,debt_consolidation,21.57,0,0,26.4,20,2.0,rent,10.481953133012459
5700,36,10.39,b,not verified,debt_consolidation,9.57,0,0,74.4,15,1.0,rent,10.491301994830229
4075,36,8.32,a,not verified,debt_consolidation,1.25,0,0,2.0,5,1.0,rent,9.862717639992917
5000,36,11.66,c,not verified,home_improvement,3.53,0,0,15.6,15,3.0,mortgage,11.150534214035387
4000,36,10.08,b,not verified,credit_card,8.08,0,0,35.9,5,3.0,rent,9.61587214452889
10000,36,10.71,b,not verified,other,9.58,1,0,71.2,8,1.0,rent,10.819798284210286
3300,36,11.03,c,not verified,credit_card,1.37,0,0,60.9,8,3.0,rent,11.156264806643742
12000,36,13.55,d,verified,credit_card,18.74,1,0,51.8,18,10.0,rent,11.314486721293981
25000,36,17.03,f,verified,medical,16.53,3,0,8.3,18,6.0,other,11.48247656671073
10400,36,11.66,c,not verified,debt_consolidation,15.92,0,0,76.8,22,2.0,rent,10.956073354557526
3000,36,9.76,b,not verified,credit_card,17.65,0,0,42.8,15,2.0,rent,10.778977123006351
16000,36,13.24,d,verified,debt_consolidation,17.77,3,1,81.3,36,1.0,rent,10.819798284210286
10000,36,8.0,a,not verified,other,2.24,0,0,16.7,15,1.0,mortgage,10.274706221915702
12000,36,11.66,c,not verified,debt_consolidation,17.69,2,0,30.2,18,1.0,mortgage,10.471099854390227
6000,36,13.24,d,not verified,home_improvement,23.09,1,0,65.6,21,10.0,own,10.555838779903407
7200,36,11.97,c,not verified,debt_consolidation,22.28,1,0,71.0,34,10.0,mortgage,11.06665398721974
1000,36,7.68,a,not verified,medical,1.8,0,0,16.7,16,1.0,rent,10.491301994830229
5000,36,10.08,b,not verified,major_purchase,21.77,1,0,1.9,5,4.0,rent,10.645448706505872
5000,36,11.97,c,not verified,debt_consolidation,22.73,0,0,70.3,11,1.0,own,10.845855304120402
9600,36,11.97,c,not verified,car,13.0,0,0,88.6,12,3.0,rent,11.264476926102367
3600,36,10.71,b,not verified,educational,15.01,1,0,87.9,28,1.0,rent,11.608244735642321
5000,36,11.97,c,not verified,debt_consolidation,13.03,3,0,81.2,27,2.0,mortgage,10.778977123006351
13000,36,11.97,c,not verified,debt_consolidation,8.14,2,1,37.0,25,10.0,mortgage,10.819798284210286
7200,36,10.71,b,not verified,credit_card,18.75,0,1,49.0,11,10.0,mortgage,10.596659732783579
8000,36,12.92,d,not verified,debt_consolidation,19.89,1,0,89.7,20,10.0,rent,10.714439990727769
10000,36,10.39,b,not verified,debt_consolidation,10.59,2,0,47.2,13,6.0,rent,11.038126355768453
10000,36,10.39,b,not verified,debt_consolidation,7.12,0,0,28.9,22,1.0,rent,10.555838779903407
6600,36,13.24,d,not verified,debt_consolidation,22.0,3,0,67.7,13,10.0,mortgage,10.385944565501662
3500,36,11.97,c,not verified,debt_consolidation,21.97,1,0,93.5,12,2.0,rent,10.616461869895815
4500,36,9.76,b,not verified,debt_consolidation,4.24,0,0,61.6,3,1.0,rent,10.902297921958713
12000,36,9.76,b,not verified,debt_consolidation,7.6,1,0,0.0,32,9.0,mortgage,10.714439990727769
16800,36,9.76,b,not verified,home_improvement,13.79,4,0,35.4,28,4.0,mortgage,11.082157933374816
6000,36,8.0,a,not verified,major_purchase,0.13,1,0,22.8,13,10.0,other,11.982935344196433
16000,36,12.29,c,not verified,debt_consolidation,3.07,0,0,66.7,7,1.0,rent,11.630717389475995
500,36,9.76,b,not verified,other,22.17,0,0,47.8,26,7.0,mortgage,10.985309671896763
25000,36,12.92,d,not verified,debt_consolidation,14.24,0,0,73.8,26,5.0,rent,11.326607934898927
12500,36,14.5,e,verified,debt_consolidation,21.72,0,1,83.2,18,2.0,rent,11.002116507732017
25000,36,10.08,b,not verified,credit_card,2.74,0,0,51.0,18,10.0,mortgage,11.849404844423074
725,36,7.37,a,not verified,credit_card,3.6,0,0,7.0,10,1.0,rent,9.392745258631441
12000,36,10.39,b,not verified,credit_card,18.75,0,0,23.9,22,1.0,rent,10.734242182303689
15000,36,14.18,e,not verified,debt_consolidation,21.49,0,0,77.1,38,1.0,rent,11.097425172408931
20000,36,13.87,d,verified,debt_consolidation,24.48,0,0,73.6,39,10.0,rent,11.002116507732017
25000,36,10.08,b,not verified,other,3.36,0,0,22.8,20,1.0,mortgage,11.461642696843066
10000,36,13.55,d,not verified,debt_consolidation,10.14,1,0,37.6,20,8.0,rent,11.904974309480183
20000,36,11.66,c,not verified,credit_card,16.91,0,0,98.2,25,1.0,rent,10.913505393637527
3300,36,11.97,c,not verified,credit_card,17.4,3,0,32.9,16,3.0,rent,9.798182590890704
20000,36,12.29,c,not verified,debt_consolidation,19.7,1,0,46.7,27,4.0,mortgage,11.484536278461452
10000,36,13.55,d,not verified,credit_card,7.94,0,0,57.7,14,3.0,rent,11.51293546492023
15600,36,11.97,c,not verified,debt_consolidation,6.65,3,0,24.4,28,2.0,mortgage,12.100717685412471
23575,36,14.5,e,verified,credit_card,22.74,0,0,96.1,26,3.0,rent,11.225256725762893
6000,36,11.66,c,not verified,debt_consolidation,18.53,0,0,47.2,11,6.0,rent,10.203629181337648
8350,36,11.34,c,not verified,credit_card,14.56,0,1,66.2,22,8.0,own,11.002116507732017
7500,36,9.76,b,not verified,educational,10.56,0,0,14.3,13,1.0,rent,9.90353755128617
18000,36,10.71,b,not verified,debt_consolidation,15.6,0,0,63.4,19,6.0,rent,10.870680502337402
25000,36,13.24,d,not verified,other,15.62,3,0,62.3,47,10.0,mortgage,12.206077645517674
5000,36,9.76,b,not verified,credit_card,4.45,2,0,60.6,19,10.0,mortgage,10.545367754151743
8000,36,12.92,d,not verified,other,1.39,3,0,49.9,11,1.0,rent,10.819798284210286
25000,36,10.08,b,verified,major_purchase,4.51,0,0,39.5,39,2.0,mortgage,12.323860125621126
15000,36,9.76,b,not verified,credit_card,14.33,0,0,87.3,29,2.0,mortgage,11.643962499267984
5000,36,7.68,a,not verified,home_improvement,11.49,0,0,1.4,28,5.0,mortgage,10.596659732783579
12000,36,11.34,c,not verified,debt_consolidation,20.82,3,1,50.6,22,10.0,own,10.839600519357369
25000,36,15.76,f,verified,debt_consolidation,14.23,2,1,94.6,30,7.0,mortgage,11.695255355062795
7200,36,11.03,c,not verified,other,14.4,0,0,66.6,13,1.0,rent,10.34177474101152
12500,36,14.18,e,not verified,credit_card,24.55,0,0,59.5,20,10.0,rent,10.950824090522445
20000,36,10.71,b,not verified,credit_card,9.66,1,0,90.2,25,4.0,mortgage,10.571342565808699
7500,36,10.39,b,not verified,debt_consolidation,14.85,2,0,44.1,13,3.0,rent,11.0186455364637
16600,36,14.18,e,not verified,debt_consolidation,14.62,1,0,61.4,19,1.0,rent,11.084616409436771
8000,36,11.03,c,not verified,credit_card,14.8,0,0,57.0,9,1.0,rent,10.571342565808699
23000,36,11.03,c,not verified,other,15.07,1,0,88.7,30,1.0,mortgage,11.695255355062795
7500,36,11.66,c,not verified,debt_consolidation,19.22,1,0,92.4,29,1.0,mortgage,11.002116507732017
700,36,12.29,c,not verified,debt_consolidation,12.38,1,0,0.0,4,1.0,rent,9.852246888342531
14000,36,9.76,b,not verified,credit_card,11.31,0,0,59.5,25,1.0,rent,10.714439990727769
4000,36,9.45,b,not verified,home_improvement,13.16,3,0,5.3,10,4.0,mortgage,11.484536278461452
8000,36,8.0,a,not verified,major_purchase,2.24,1,0,7.3,17,3.0,rent,10.804563118603802
6600,36,8.0,a,not verified,other,12.86,1,0,16.9,11,10.0,rent,10.821796246953596
25000,36,11.03,c,not verified,debt_consolidation,9.38,0,0,26.0,33,10.0,rent,11.995357787034976
9000,36,11.34,c,not verified,credit_card,11.68,1,1,64.6,33,2.0,rent,9.825580063659602
6000,36,7.68,a,not verified,major_purchase,9.52,0,0,3.8,17,10.0,mortgage,10.586609649448985
14000,36,11.66,c,not verified,debt_consolidation,8.42,0,0,83.1,22,3.0,rent,10.915106645867503
11200,36,11.66,c,not verified,debt_consolidation,17.78,0,0,56.5,19,3.0,rent,11.289794413577894
3000,36,9.76,b,not verified,credit_card,2.1,0,0,22.0,7,1.0,rent,11.51293546492023
5500,36,9.76,b,not verified,debt_consolidation,21.92,0,0,26.3,20,1.0,rent,10.268165387743457
1500,36,12.29,c,not verified,debt_consolidation,4.18,3,0,0.0,6,5.0,mortgage,10.275085591132715
15000,36,12.29,c,not verified,debt_consolidation,19.39,2,0,44.3,33,2.0,mortgage,11.251573687764477
13200,36,13.24,d,verified,credit_card,21.06,1,1,71.9,29,10.0,mortgage,11.225256725762893
7000,36,11.34,c,verified,debt_consolidation,9.81,0,0,96.6,17,2.0,rent,10.596659732783579
6000,36,10.39,b,not verified,credit_card,13.88,1,0,65.4,27,4.0,rent,10.588728561524976
8400,36,10.39,b,not verified,wedding,19.61,1,1,7.1,16,1.0,mortgage,10.463246187411299
8000,36,11.34,c,verified,debt_consolidation,8.75,1,0,0.0,12,4.0,rent,10.714439990727769
16000,36,14.5,e,verified,debt_consolidation,22.27,0,0,70.8,24,10.0,mortgage,11.47031019682888
10000,36,10.08,b,not verified,debt_consolidation,2.65,0,0,16.4,4,1.0,rent,10.778977123006351
10000,36,8.32,a,not verified,other,6.25,0,0,16.7,19,1.0,mortgage,11.289794413577894
12000,36,10.71,b,not verified,debt_consolidation,18.59,1,0,69.0,18,2.0,rent,11.304599095027198
25000,36,10.08,b,not verified,other,1.73,1,0,14.1,24,1.0,mortgage,11.884495917930655
25000,36,13.24,d,verified,credit_card,7.84,0,0,95.7,20,1.0,rent,11.918397239722838
12000,36,10.39,b,not verified,debt_consolidation,15.99,1,0,52.7,21,3.0,rent,10.438195704765366
20000,36,9.45,b,not verified,wedding,3.98,0,0,0.3,17,1.0,rent,11.445641846163996
16000,36,11.66,c,not verified,debt_consolidation,13.47,3,0,46.7,22,2.0,own,11.289794413577894
4500,36,8.63,a,not verified,credit_card,4.24,0,0,7.2,25,7.0,rent,9.04793908261736
12000,36,9.76,b,not verified,other,8.65,3,0,28.6,43,1.0,mortgage,11.459535236710686
1200,36,8.32,a,not verified,wedding,3.42,1,0,19.2,9,3.0,rent,10.404293143019792
20000,36,14.82,e,not verified,debt_consolidation,14.69,1,0,60.4,14,1.0,rent,11.225256725762893
18500,36,10.71,b,not verified,debt_consolidation,13.33,0,0,34.4,30,4.0,rent,10.442929787247998
6000,36,12.92,d,not verified,debt_consolidation,15.32,2,0,47.3,13,1.0,mortgage,10.616461869895815
10000,36,11.66,c,not verified,credit_card,8.13,0,0,81.1,9,1.0,rent,11.695255355062795
10000,36,11.34,c,not verified,other,12.05,0,0,62.2,10,1.0,mortgage,10.819798284210286
20000,36,10.08,b,not verified,credit_card,6.86,2,0,0.2,10,1.0,rent,11.918397239722838
9600,36,12.29,c,not verified,debt_consolidation,8.8,0,1,58.1,27,4.0,rent,11.264476926102367
6150,36,11.03,c,not verified,credit_card,17.1,0,0,64.3,6,1.0,rent,10.48331484775035
16000,36,13.24,d,not verified,debt_consolidation,11.73,0,0,55.1,12,1.0,rent,10.596659732783579
6625,36,8.63,a,not verified,debt_consolidation,9.73,0,0,44.6,9,1.0,rent,9.488047863280759
5000,36,11.97,c,not verified,other,20.68,0,0,28.4,25,8.0,rent,10.778977123006351
3000,36,7.68,a,not verified,other,0.79,0,0,10.5,12,1.0,mortgage,10.819798284210286
18000,36,9.76,b,not verified,car,8.86,3,0,61.2,24,10.0,mortgage,11.502885230075814
25000,36,12.61,d,not verified,credit_card,24.04,0,0,63.2,39,10.0,rent,11.607408029668358
24000,36,12.92,d,not verified,other,7.06,2,1,49.7,18,1.0,mortgage,11.461642696843066
5000,36,12.92,d,not verified,debt_consolidation,21.04,3,0,55.9,16,4.0,rent,10.647826772357497
8000,36,8.32,a,not verified,educational,17.6,0,0,8.4,28,10.0,mortgage,10.622570475119794
5200,36,9.76,b,not verified,medical,1.52,1,0,28.8,15,1.0,mortgage,10.434145214930487
6000,36,8.32,a,not verified,educational,11.75,0,0,4.7,24,7.0,mortgage,11.522885696764481
1600,36,11.03,c,not verified,educational,15.84,0,0,0.0,15,2.0,rent,10.53212287826962
18000,36,10.39,b,not verified,credit_card,12.27,2,0,32.3,36,3.0,mortgage,12.230770136157428
3500,36,13.24,d,not verified,debt_consolidation,23.05,0,0,88.4,15,3.0,rent,10.950824090522445
25000,36,10.39,b,not verified,debt_consolidation,13.28,0,0,10.9,22,3.0,mortgage,11.407576060361786
21000,36,11.97,c,not verified,credit_card,7.99,3,0,52.7,17,1.0,mortgage,11.92504173829169
15000,36,9.76,b,not verified,debt_consolidation,3.17,0,0,3.1,10,2.0,rent,12.07254696717504
9000,36,11.97,c,not verified,debt_consolidation,18.76,1,1,66.7,28,2.0,rent,10.959557617938563
25000,36,13.55,d,not verified,debt_consolidation,14.26,2,0,13.4,23,1.0,mortgage,11.034905792929415
3000,36,12.29,c,not verified,credit_card,13.28,1,0,27.7,13,4.0,rent,10.373522431293592
22000,36,9.76,b,not verified,debt_consolidation,9.81,1,0,22.4,23,1.0,rent,11.289794413577894
10000,36,11.03,c,not verified,major_purchase,13.04,1,0,53.4,23,10.0,mortgage,10.738936924565653
9000,36,10.39,b,not verified,debt_consolidation,14.64,3,0,63.0,23,1.0,rent,10.714439990727769
16000,36,11.34,c,not verified,debt_consolidation,9.37,1,1,44.8,12,5.0,rent,11.350418300109132
25000,36,9.76,b,not verified,home_improvement,8.91,1,0,12.8,32,8.0,mortgage,11.695255355062795
20000,36,12.61,d,not verified,debt_consolidation,13.4,0,0,77.9,31,2.0,mortgage,11.097425172408931
10000,36,8.32,a,not verified,debt_consolidation,14.54,0,0,28.1,19,4.0,rent,10.595358919592021
16400,36,11.03,c,not verified,debt_consolidation,4.42,0,0,24.0,10,2.0,rent,10.818197034893952
8000,36,9.76,b,not verified,debt_consolidation,17.0,0,0,53.8,18,5.0,mortgage,10.085850775128717
10000,36,10.39,b,not verified,debt_consolidation,12.88,3,0,18.4,23,4.0,mortgage,11.23262938215171
9500,36,11.66,c,not verified,credit_card,18.23,2,0,64.5,49,10.0,mortgage,11.695255355062795
6000,36,7.68,a,not verified,other,0.83,0,0,0.2,22,10.0,own,10.673618922112436
3000,36,11.34,c,not verified,car,7.72,1,0,0.0,14,1.0,rent,10.530521639636548
15000,36,8.63,a,not verified,other,2.59,0,0,27.6,25,10.0,own,10.819798284210286
18000,36,10.39,b,not verified,debt_consolidation,3.8,0,0,59.8,9,10.0,mortgage,10.491301994830229
15000,36,9.45,b,not verified,house,6.47,2,0,8.9,9,1.0,rent,11.918397239722838
7500,36,8.0,a,not verified,other,5.22,3,0,0.0,25,2.0,rent,10.596659732783579
6650,36,9.76,b,not verified,credit_card,15.63,0,0,26.6,14,6.0,rent,11.188883649550926
20000,36,14.82,e,not verified,debt_consolidation,23.45,1,1,47.8,31,8.0,mortgage,11.407576060361786
6400,36,10.71,b,not verified,debt_consolidation,6.11,0,0,46.8,11,1.0,rent,10.915106645867503
10000,36,10.39,b,not verified,house,14.82,1,0,0.0,33,5.0,mortgage,11.087971680278201
2800,36,8.0,a,not verified,debt_consolidation,5.48,3,0,6.5,25,5.0,rent,9.60245002503719
7000,36,10.71,b,not verified,credit_card,21.48,1,0,53.4,16,2.0,rent,10.308985993422082
19600,36,15.13,e,not verified,debt_consolidation,19.36,0,0,55.4,24,2.0,mortgage,11.225256725762893
9000,36,11.03,c,not verified,credit_card,12.72,1,0,39.4,39,8.0,mortgage,11.127277689932466
3600,36,11.34,c,not verified,major_purchase,13.51,0,0,31.1,13,10.0,mortgage,10.915106645867503
15000,36,14.5,e,not verified,debt_consolidation,24.61,3,0,80.7,21,8.0,rent,11.222372609093426
6000,36,10.71,b,not verified,credit_card,9.22,0,0,70.0,20,1.0,rent,10.819798284210286
3500,36,7.68,a,not verified,credit_card,2.52,0,0,46.6,7,1.0,rent,10.308985993422082
9500,36,11.66,c,not verified,debt_consolidation,18.78,0,0,78.7,25,1.0,rent,10.596659732783579
11000,36,13.55,d,not verified,debt_consolidation,22.75,0,0,96.3,15,1.0,rent,10.778977123006351
15000,36,10.71,b,not verified,other,6.9,3,1,38.6,26,1.0,mortgage,11.289794413577894
13150,36,13.24,d,not verified,debt_consolidation,20.66,2,0,38.8,18,2.0,rent,10.537229679803534
25000,36,10.39,b,not verified,other,7.25,2,0,0.0,16,1.0,mortgage,11.51293546492023
8000,36,8.0,a,not verified,credit_card,8.55,0,0,18.8,8,1.0,own,10.38186229603161
12000,36,13.55,d,not verified,other,8.32,0,0,81.6,21,2.0,mortgage,11.775297421715827
14000,36,9.45,b,not verified,debt_consolidation,5.31,0,0,24.3,18,4.0,rent,10.645448706505872
4000,36,10.39,b,not verified,credit_card,13.09,1,0,6.9,25,1.0,mortgage,10.87806606028079
8000,36,8.63,a,not verified,other,10.78,1,0,67.7,14,10.0,mortgage,10.898238201670146
12000,36,12.29,c,not verified,credit_card,8.81,1,0,33.1,13,3.0,rent,11.407576060361786
7500,36,11.97,c,not verified,debt_consolidation,10.94,3,0,70.9,13,1.0,other,9.862717639992917
25000,36,9.76,b,not verified,other,4.92,0,0,11.3,13,7.0,mortgage,11.156264806643742
15000,36,9.45,b,not verified,debt_consolidation,6.46,2,0,34.6,14,10.0,rent,11.041336579870135
20000,36,11.34,c,not verified,other,5.19,0,0,17.4,28,1.0,other,10.915106645867503
11000,36,12.29,c,not verified,debt_consolidation,11.6,2,0,60.5,9,4.0,mortgage,10.502351525774941
4000,36,10.39,b,not verified,other,6.04,0,1,64.4,9,6.0,rent,10.308985993422082
10000,36,9.45,b,not verified,educational,9.38,0,0,32.3,8,2.0,rent,11.156264806643742
12000,36,13.55,d,not verified,credit_card,14.99,2,0,59.0,45,1.0,mortgage,10.915106645867503
5000,36,9.45,b,not verified,credit_card,5.97,1,0,35.7,18,3.0,rent,10.596659732783579
6000,36,13.55,d,not verified,other,23.37,2,0,39.0,30,10.0,rent,11.184435286790631
9000,36,10.08,b,not verified,debt_consolidation,5.17,1,0,66.8,7,1.0,rent,10.571342565808699
4000,36,10.08,b,not verified,other,19.43,3,0,61.7,28,10.0,mortgage,10.918736348043124
